uniqid_huc10,chlor_high1992_huc10,chlor_high1997_huc10,chlor_high2002_huc10,chlor_high2007_huc10,chlor_high2012_huc10,chlor_low1992_huc10,chlor_low1997_huc10,chlor_low2002_huc10,chlor_low2007_huc10,chlor_low2012_huc10
265,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
266,0.8040,1.5836,3.0140,0.6519,2.0150,0.5681,1.3712,3.0151,0.6520,1.9446
267,0.0028,0.0542,0.0442,0.1240,0.0076,0.0000,0.0010,0.0377,0.1215,0.0047
268,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
269,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
270,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
271,0.5142,0.4641,0.6324,0.2792,0.7372,0.2732,0.2348,0.6219,0.2693,0.5871
272,0.0000,0.0000,0.0008,0.0004,0.0012,0.0000,0.0000,0.0007,0.0002,0.0011
273,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
274,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
275,2.5941,5.1381,3.2729,1.9957,1.2614,2.5941,5.1381,3.2729,1.9957,1.2614
276,0.0005,0.0012,0.0004,0.0002,0.0002,0.0005,0.0012,0.0003,0.0002,0.0002
277,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000
278,0.7271,1.4521,0.3023,0.1896,0.8297,0.5588,1.2009,0.2840,0.0486,0.7656
279,0.0044,0.0161,0.0042,0.0011,0.0009,0.0044,0.0161,0.0042,0.0011,0.0009
280,5.8791,1.3034,0.5735,1.1532,1.1627,0.0058,0.8120,0.3012,0.7694,0.9052
281,0.0191,0.0219,0.0168,0.0054,0.2081,0.0083,0.0022,0.0038,0.0054,0.1557
282,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
283,0.0945,0.5690,0.1219,0.0817,0.0676,0.0410,0.0030,0.1164,0.0060,0.0621
284,1.5727,0.9709,0.8192,0.5602,1.8295,0.1734,0.2966,0.6380,0.3648,1.7457
285,0.1469,0.0599,0.0528,0.0188,0.0427,0.1458,0.0579,0.0520,0.0097,0.0399
286,0.0009,0.0017,0.0000,0.0000,0.0000,0.0009,0.0017,0.0000,0.0000,0.0000
287,0.3705,2.2068,0.5019,0.3322,0.2797,0.1608,0.0116,0.4794,0.0246,0.2566
288,0.0179,0.0268,0.0083,0.0273,0.0062,0.0137,0.0223,0.0050,0.0234,0.0047
289,0.8665,0.7684,2.0444,0.4177,0.8753,0.0174,0.4533,1.9943,0.4072,0.8325
290,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
291,3.1982,4.0362,4.0478,4.3339,0.6581,3.1982,4.0362,4.0478,4.3339,0.6581
292,0.0001,0.0023,0.0001,0.0003,0.0009,0.0001,0.0000,0.0001,0.0000,0.0008
293,0.0073,0.1252,0.0547,0.0388,0.0232,0.0018,0.0005,0.0542,0.0202,0.0217
294,0.4781,0.0618,0.0395,1.8810,0.7355,0.0097,0.0047,0.0266,1.8806,0.0211
295,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
296,0.1290,0.0728,0.1117,0.0100,0.0471,0.0337,0.0212,0.0000,0.0100,0.0032
297,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
298,0.1293,0.1350,0.0339,0.0119,0.0242,0.1285,0.1325,0.0230,0.0118,0.0224
299,0.7924,0.2366,0.8031,0.6573,0.3195,0.0484,0.0003,0.7356,0.6391,0.1579
300,0.0707,0.0703,0.1009,0.0847,0.1224,0.0211,0.0638,0.0838,0.0377,0.0928
301,0.0685,0.0160,0.0073,0.0170,0.0302,0.0671,0.0158,0.0072,0.0167,0.0292
302,0.0000,0.0000,0.0004,0.0002,0.0002,0.0000,0.0000,0.0003,0.0002,0.0000
303,1.4079,1.2366,1.2821,0.8567,1.3117,1.4079,1.2366,1.2821,0.8567,1.3117
304,1.7584,3.1340,1.5554,1.4956,0.3948,1.7584,3.1340,1.5554,1.4956,0.3948
305,4.5634,8.4897,5.6649,3.4801,2.4049,4.5634,8.4897,5.6645,3.4801,2.4049
306,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
307,0.6031,0.6990,0.4099,0.3547,0.2484,0.5098,0.5937,0.3705,0.2302,0.1844
308,1.8357,0.8505,0.2320,1.2107,0.1873,1.6244,0.4622,0.1945,1.1661,0.1352
309,2.1096,0.5535,8.2831,0.4062,1.9041,0.2244,0.2389,8.2238,0.4025,0.5179
310,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0007
311,0.2043,0.1752,0.4586,0.3072,0.4370,0.0885,0.1380,0.3728,0.1556,0.2483
312,0.4355,0.3096,0.6311,2.3181,0.1215,0.2622,0.2524,0.6311,2.3181,0.0159
313,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
314,0.0151,0.0162,0.0053,0.0006,0.0032,0.0150,0.0159,0.0044,0.0006,0.0030
315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
316,0.0001,0.0013,0.0004,0.0022,0.0001,0.0000,0.0000,0.0003,0.0021,0.0001
317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
318,0.2107,0.3371,0.1574,0.0211,0.0637,0.1101,0.2728,0.0187,0.0211,0.0282
319,0.2279,0.3479,0.0923,0.0145,0.0209,0.2278,0.2232,0.0662,0.0143,0.0181
320,0.0041,0.0245,0.0010,0.0031,0.0038,0.0022,0.0004,0.0008,0.0019,0.0037
321,0.0000,0.0000,0.0003,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000
322,1.0187,0.9116,2.0411,0.7618,1.0932,0.0260,0.6523,2.0276,0.7563,1.0276
323,0.0024,0.0006,0.0002,0.0000,0.0013,0.0018,0.0005,0.0000,0.0000,0.0013
324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
325,0.2683,0.1442,0.0416,0.3302,0.0127,0.2308,0.0327,0.0369,0.3249,0.0077
326,0.6526,0.7996,0.4385,0.1937,0.1165,0.4654,0.4254,0.4344,0.0437,0.0246
327,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004
328,0.5879,0.7458,0.3916,0.1893,0.0558,0.4975,0.5064,0.3884,0.0555,0.0148
329,0.1317,0.1073,0.0529,0.0376,0.0251,0.1317,0.1073,0.0529,0.0376,0.0251
330,0.5616,0.8574,0.2304,0.0362,0.0461,0.5615,0.5502,0.1652,0.0358,0.0398
331,0.3328,0.0728,0.0427,0.0857,0.0202,0.3165,0.0703,0.0404,0.0815,0.0198
332,0.5855,1.1596,0.7947,0.4846,0.3067,0.5855,1.1596,0.7947,0.4846,0.3067
333,0.4482,0.8524,0.0734,0.1611,0.1131,0.3741,0.0972,0.0582,0.0682,0.0971
334,0.0186,0.0716,0.0163,0.0113,0.0245,0.0010,0.0004,0.0162,0.0030,0.0245
335,0.0226,0.0239,0.0062,0.0022,0.0050,0.0225,0.0232,0.0042,0.0022,0.0047
336,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
337,0.5192,0.2606,0.2504,0.1282,0.1014,0.4088,0.2180,0.1937,0.0107,0.0587
338,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000
339,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
340,0.1942,0.0330,0.1449,0.1787,0.0533,0.0043,0.0023,0.1424,0.1752,0.0300
341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
342,0.0576,0.0576,0.1526,0.0511,0.0290,0.0147,0.0543,0.1526,0.0511,0.0137
343,0.7466,0.4995,0.5202,0.3886,0.6079,0.5878,0.4604,0.5114,0.3780,0.5523
344,0.8659,0.3338,0.3537,1.0895,0.6606,0.1628,0.1166,0.3537,1.0895,0.3767
345,0.2154,0.0197,0.0274,1.0201,0.0712,0.0053,0.0007,0.0231,0.0069,0.0655
346,0.0304,0.1206,0.0326,0.0192,0.0007,0.0264,0.0265,0.0181,0.0109,0.0006
347,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
348,0.0043,0.0115,0.0393,0.0603,0.0366,0.0043,0.0115,0.0393,0.0603,0.0366
349,0.4084,0.4464,0.3197,0.0408,0.0980,0.1156,0.3201,0.0256,0.0226,0.0453
350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
351,0.9130,2.8445,0.3718,0.1209,0.3504,0.9027,2.8056,0.1109,0.1212,0.3396
352,0.1425,0.2559,0.7280,0.0492,0.0949,0.1425,0.2559,0.7280,0.0492,0.0949
353,0.0461,0.2768,0.0542,0.0366,0.0296,0.0200,0.0014,0.0518,0.0027,0.0273
354,0.0070,0.0103,0.0030,0.0006,0.0020,0.0060,0.0095,0.0009,0.0005,0.0015
355,1.3229,3.3816,0.6121,0.1144,0.2004,1.3070,3.3203,0.4837,0.0794,0.1462
356,0.0035,0.0038,0.0017,0.0001,0.0007,0.0035,0.0038,0.0015,0.0001,0.0007
357,0.0682,0.0199,0.0082,0.0153,0.0046,0.0628,0.0184,0.0069,0.0149,0.0044
358,0.5305,0.4319,0.1707,0.1573,0.6226,0.3491,0.3982,0.1392,0.1400,0.5936
359,0.8064,2.1265,0.9213,1.4018,0.9594,0.8064,2.1265,0.9213,1.4018,0.9594
360,0.0584,0.2052,0.8626,0.2582,0.4198,0.0050,0.0000,0.8624,0.0253,0.0000
361,0.0241,0.0524,0.0353,0.0213,0.0313,0.0241,0.0519,0.0304,0.0213,0.0312
362,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
363,0.0038,0.0027,0.0049,0.0055,0.0562,0.0025,0.0024,0.0040,0.0050,0.0552
364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
365,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
366,1.3752,3.5375,0.4697,0.1286,0.3638,1.3415,3.4268,0.3054,0.0418,0.3237
367,0.0035,0.0135,0.0190,0.0247,0.0217,0.0026,0.0110,0.0180,0.0240,0.0211
368,8.0365,21.4183,9.2210,14.1617,9.6423,8.0365,21.4183,9.2210,14.1617,9.6423
369,0.4583,0.5968,0.4881,0.8303,0.0860,0.0322,0.0114,0.4641,0.0061,0.0470
370,0.7958,1.1647,1.8055,0.7249,1.1350,0.0498,0.9586,1.7947,0.7148,1.0603
371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
372,1.0745,0.5651,0.6750,0.6324,1.0276,0.9384,0.5262,0.6685,0.6246,0.9321
373,0.1300,0.0918,0.0134,0.0482,0.0224,0.1210,0.0269,0.0068,0.0175,0.0140
374,0.0087,0.0459,0.0138,0.0090,0.0020,0.0070,0.0071,0.0073,0.0050,0.0004
375,1.5524,0.5137,0.4402,0.3985,1.6711,0.2547,0.0247,0.1729,0.1458,1.5961
376,0.0044,0.0750,0.0240,0.0170,0.0065,0.0011,0.0003,0.0238,0.0089,0.0061
377,1.4493,0.8628,4.0526,0.7369,1.6232,0.0568,0.5652,4.0302,0.7239,1.1176
378,0.0068,0.0076,0.0027,0.0002,0.0014,0.0068,0.0075,0.0024,0.0001,0.0013
379,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000
380,1.7371,0.5268,0.4948,0.6011,3.3568,0.4175,0.0430,0.1669,0.2936,3.2216
381,1.9522,0.7289,0.9045,0.3803,0.1540,1.9475,0.6426,0.8876,0.1540,0.0637
382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
383,1.3431,0.7530,0.0756,0.3909,0.1220,1.2667,0.2760,0.0131,0.1239,0.0426
384,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
385,0.0033,0.0539,0.0233,0.0154,0.0120,0.0008,0.0002,0.0231,0.0077,0.0099
386,0.0208,0.0250,0.0355,0.0387,0.0195,0.0055,0.0194,0.0180,0.0015,0.0047
387,2.2873,0.5118,0.5907,1.0766,3.5577,0.0701,0.3204,0.3342,0.1709,0.1588
388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
389,0.0021,0.0897,0.0012,0.0106,0.0000,0.0021,0.0000,0.0011,0.0000,0.0000
390,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
391,0.7349,0.5592,0.4414,0.1559,0.1844,0.7246,0.4971,0.3898,0.0247,0.1235
392,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000
393,0.0688,0.0388,0.0500,0.0320,0.0334,0.0436,0.0370,0.0426,0.0165,0.0314
394,0.0001,0.0028,0.0009,0.0006,0.0004,0.0000,0.0000,0.0009,0.0003,0.0004
395,0.1688,0.2765,0.1887,0.1054,0.1424,0.0450,0.0426,0.1845,0.0080,0.0206
396,0.0802,0.0924,0.0834,0.0540,0.0635,0.0802,0.0924,0.0834,0.0540,0.0635
397,0.0027,0.0004,0.0000,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
398,0.0866,0.1215,0.0419,0.0078,0.0193,0.0650,0.1080,0.0101,0.0063,0.0138
399,0.0003,0.0003,0.0039,0.0005,0.0046,0.0001,0.0001,0.0006,0.0005,0.0004
400,0.0041,0.0052,0.0093,0.0100,0.0015,0.0041,0.0052,0.0093,0.0100,0.0015
401,0.0183,0.0056,0.0078,0.2115,0.0626,0.0007,0.0018,0.0055,0.2115,0.0120
402,0.0795,0.4142,0.0858,0.0843,0.1374,0.0000,0.0059,0.0856,0.0009,0.1373
403,0.3592,0.2062,0.0575,0.2853,0.0736,0.2994,0.0921,0.0450,0.2744,0.0637
404,0.0456,0.2733,0.4184,0.5648,0.5368,0.0255,0.2546,0.4134,0.5479,0.5341
405,0.0217,0.0332,0.0667,0.0674,0.0371,0.0139,0.0176,0.0319,0.0220,0.0258
406,1.4910,0.9803,2.1720,3.4812,0.2689,1.0013,0.8916,2.1720,3.4812,0.1951
407,0.0001,0.0007,0.0106,0.0084,0.0037,0.0000,0.0006,0.0098,0.0084,0.0037
408,0.3082,0.4919,0.1313,0.9842,0.4625,0.0140,0.0232,0.0031,0.0071,0.2477
409,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
410,0.0000,0.0000,0.0013,0.0000,0.0072,0.0000,0.0000,0.0000,0.0000,0.0033
411,1.6211,1.2915,0.5401,0.3079,0.5547,0.0464,0.0227,0.0192,0.0249,0.3731
412,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
414,0.1374,0.5194,0.0870,0.0117,0.3134,0.0016,0.0024,0.0029,0.0000,0.1580
415,0.0002,0.0021,0.0007,0.0036,0.0002,0.0000,0.0000,0.0005,0.0035,0.0001
416,0.9460,1.6574,0.2701,0.2632,1.3522,0.6112,1.5799,0.0820,0.1426,1.2344
417,0.8463,0.7531,0.1195,0.2463,0.5071,0.1407,0.6426,0.0660,0.1098,0.4701
418,1.1311,0.7398,2.0441,0.4425,1.7675,0.3798,0.4139,2.0187,0.3692,1.1924
419,0.3822,0.8273,0.2200,0.1234,0.4629,0.2192,0.7184,0.1920,0.0282,0.4193
420,1.6200,0.4713,0.4446,0.4427,1.6090,0.2076,0.0208,0.2958,0.1732,1.4557
421,0.1677,0.2305,0.0717,0.1105,0.0463,0.1503,0.2253,0.0670,0.1045,0.0454
422,0.0388,0.0028,0.0032,0.2042,0.0111,0.0019,0.0010,0.0012,0.0013,0.0103
423,0.0003,0.0021,0.0017,0.0047,0.0003,0.0000,0.0000,0.0014,0.0046,0.0002
424,0.0016,0.0015,0.0086,0.0012,0.0541,0.0003,0.0005,0.0012,0.0012,0.0111
425,0.0001,0.0000,0.0002,0.0001,0.0006,0.0001,0.0000,0.0000,0.0001,0.0000
426,0.1684,0.0779,0.2197,0.0954,0.1160,0.1636,0.0657,0.1992,0.0159,0.0384
427,0.7230,0.6677,0.3124,0.1070,0.1276,0.7156,0.6171,0.2679,0.0202,0.1005
428,0.0008,0.0004,0.0001,0.0001,0.0027,0.0008,0.0000,0.0000,0.0001,0.0000
429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
430,0.0021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
431,0.0700,0.0476,0.0226,0.0035,0.0060,0.0698,0.0466,0.0218,0.0033,0.0057
432,0.1666,0.2503,0.6432,0.1845,2.8768,0.0241,0.1427,0.2726,0.1293,2.8701
433,0.0512,0.0387,0.0103,0.0084,0.0051,0.0512,0.0387,0.0103,0.0084,0.0051
434,0.0472,0.7806,1.5279,1.0639,0.2563,0.0302,0.7194,1.4459,1.0635,0.1615
435,0.0032,0.0008,0.0001,0.0000,0.0007,0.0024,0.0007,0.0000,0.0000,0.0007
436,0.2060,0.1126,0.0420,0.0166,0.0052,0.2057,0.1121,0.0419,0.0159,0.0046
437,5.5798,28.0932,12.1098,9.3214,8.3346,5.5798,28.0932,12.1098,9.3214,8.3346
438,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
439,0.1357,0.0261,0.1251,0.1693,0.0465,0.0023,0.0000,0.1222,0.1683,0.0199
440,0.0341,0.1284,0.0083,0.0137,0.0233,0.0231,0.0034,0.0056,0.0105,0.0218
441,0.0268,0.0896,0.0218,0.0205,0.0229,0.0110,0.0026,0.0217,0.0089,0.0228
442,0.0004,0.0009,0.0008,0.0006,0.0006,0.0004,0.0000,0.0001,0.0006,0.0006
443,0.7547,1.2500,0.6757,0.2677,0.4184,0.3775,0.0969,0.0687,0.2656,0.3369
444,0.0067,0.0113,0.0005,0.0063,0.0012,0.0064,0.0113,0.0003,0.0036,0.0011
445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
446,1.8705,4.9851,2.2332,3.4297,2.4222,1.8705,4.9851,2.2332,3.4297,2.4222
447,0.3175,0.1328,1.7785,0.0509,0.1603,0.0379,0.0349,1.7641,0.0507,0.0160
448,0.0003,0.0008,0.0004,0.0002,0.0001,0.0003,0.0007,0.0002,0.0002,0.0001
449,0.0003,0.0001,0.0002,0.0000,0.0006,0.0000,0.0000,0.0000,0.0000,0.0003
450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
451,0.0007,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
452,0.0051,0.0922,0.0309,0.0229,0.0100,0.0014,0.0003,0.0306,0.0108,0.0094
453,0.0000,0.0003,0.0002,0.0003,0.0000,0.0000,0.0000,0.0002,0.0003,0.0000
454,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
456,0.0460,0.1414,0.0467,0.0269,0.0230,0.0402,0.0504,0.0048,0.0136,0.0083
457,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
458,0.4359,1.1102,2.4489,0.5471,1.8360,0.3797,0.9862,2.4516,0.5470,1.7940
459,0.0001,0.0016,0.0042,0.0063,0.0005,0.0000,0.0000,0.0040,0.0059,0.0003
460,0.4985,1.3285,0.5971,0.9171,0.6256,0.4985,1.3285,0.5971,0.9171,0.6256
461,0.0992,0.5910,0.2165,0.1433,0.1123,0.0431,0.0031,0.2068,0.0106,0.1030
462,0.0900,0.0177,0.0000,0.0000,0.0075,0.0885,0.0173,0.0000,0.0000,0.0075
463,0.0002,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000
464,0.0247,0.0400,0.0077,0.0185,0.0340,0.0000,0.0006,0.0000,0.0003,0.0123
465,0.0995,0.7474,0.9038,0.9640,1.4723,0.0524,0.7434,0.8968,0.7004,1.4596
466,0.0000,0.0025,0.0016,0.0016,0.0060,0.0000,0.0000,0.0016,0.0016,0.0044
467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
468,0.4263,0.6329,0.6077,0.5769,0.1789,0.0439,0.0392,0.5970,0.0117,0.0193
469,0.0027,0.0142,0.0054,0.0021,0.0042,0.0027,0.0131,0.0021,0.0021,0.0037
470,0.0060,0.0046,0.0097,0.0079,0.0046,0.0060,0.0046,0.0097,0.0079,0.0046
471,0.0071,0.0111,0.0030,0.0008,0.0013,0.0061,0.0096,0.0009,0.0006,0.0009
472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
473,0.0129,0.0632,0.0263,0.0123,0.1836,0.0011,0.0013,0.0263,0.0000,0.1810
474,0.3819,0.1279,0.5268,0.4665,0.2579,0.0414,0.0055,0.4974,0.4379,0.1009
475,0.3940,0.6793,0.0346,0.3890,0.0421,0.3777,0.6778,0.0214,0.2377,0.0365
476,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000,0.0000,0.0000,0.0000,0.0028
477,0.0580,0.0132,0.0062,0.0167,0.0248,0.0507,0.0096,0.0055,0.0159,0.0206
478,0.2832,0.6544,0.4684,0.2729,0.0573,0.2070,0.4847,0.4657,0.1782,0.0354
479,1.0347,1.0546,0.1104,0.1939,0.9998,0.4000,0.0860,0.0209,0.1381,0.6153
480,0.3736,0.4143,0.5407,0.1932,0.5103,0.2440,0.3807,0.5329,0.1895,0.4940
481,0.8844,0.1551,0.7014,0.8674,0.2007,0.0221,0.0003,0.6768,0.8533,0.1554
482,0.4673,0.1723,0.0909,0.1279,1.2707,0.0659,0.0103,0.0329,0.0548,1.2373
483,0.0000,0.0000,0.0000,0.0000,0.0032,0.0000,0.0000,0.0000,0.0000,0.0032
484,0.0661,0.1436,0.0166,0.0202,0.0743,0.0362,0.1228,0.0109,0.0049,0.0688
485,0.0616,0.1785,0.1323,0.0493,0.0453,0.0614,0.1487,0.0507,0.0490,0.0312
486,1.8602,3.6843,2.3425,1.4283,0.7395,1.8602,3.6843,2.3425,1.4283,0.7395
487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
488,4.4967,1.3525,0.4952,1.4498,0.8349,0.0103,0.7440,0.2550,0.8581,0.6327
489,0.1049,0.2210,0.3855,0.0818,0.0950,0.1049,0.2210,0.3855,0.0818,0.0950
490,0.9547,1.4596,0.4115,0.0903,0.2680,0.8170,1.2891,0.1257,0.0766,0.2072
491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
492,0.0000,0.0005,0.0004,0.0011,0.0001,0.0000,0.0000,0.0003,0.0011,0.0000
493,0.0005,0.0008,0.0017,0.0001,0.0001,0.0005,0.0008,0.0017,0.0001,0.0001
494,0.1729,0.0475,0.1388,0.6688,0.2088,0.0080,0.0062,0.1244,0.6677,0.0562
495,0.0023,0.0392,0.0139,0.0098,0.0021,0.0006,0.0002,0.0138,0.0051,0.0020
496,0.0001,0.0028,0.0003,0.0002,0.0001,0.0000,0.0001,0.0001,0.0001,0.0000
497,0.1018,0.2017,0.1286,0.0784,0.0499,0.1018,0.2017,0.1286,0.0784,0.0499
498,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0005
499,0.1384,0.5041,0.0364,0.0718,0.0740,0.0903,0.0106,0.0319,0.0443,0.0711
500,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0008
501,0.0001,0.0002,0.0006,0.0000,0.0001,0.0001,0.0002,0.0006,0.0000,0.0001
502,0.0451,0.0095,0.0182,0.0538,0.0185,0.0060,0.0036,0.0182,0.0538,0.0145
503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
504,1.6532,2.4359,0.6056,0.1265,0.3019,1.4182,2.2361,0.1838,0.1106,0.2351
505,0.2759,0.2990,0.5261,0.5359,0.3452,0.0334,0.0642,0.2595,0.5264,0.2769
506,0.0000,0.0005,0.0002,0.0009,0.0001,0.0000,0.0000,0.0001,0.0009,0.0000
507,3.0154,1.3292,0.4321,1.0083,0.4844,2.7254,1.0254,0.3552,0.8942,0.3465
508,0.0299,0.0049,0.0061,0.0124,0.0009,0.0000,0.0000,0.0024,0.0124,0.0001
509,0.0003,0.0045,0.0034,0.0029,0.0013,0.0002,0.0045,0.0034,0.0029,0.0005
510,0.2090,0.8044,0.1665,0.1154,0.2481,0.0107,0.0049,0.1664,0.0308,0.2481
511,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0001
512,3.2008,0.8795,0.2012,0.8617,0.8705,1.5781,0.5151,0.0481,0.3664,0.7294
513,0.0008,0.0057,0.0136,0.0145,0.0230,0.0004,0.0057,0.0135,0.0105,0.0228
514,0.0018,0.0018,0.0034,0.0004,0.0009,0.0003,0.0012,0.0002,0.0002,0.0004
515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
516,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
517,0.0130,0.0777,0.0138,0.0091,0.0071,0.0057,0.0004,0.0132,0.0007,0.0065
518,0.0023,0.0042,0.0104,0.0007,0.0013,0.0023,0.0042,0.0104,0.0007,0.0013
519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
520,0.1091,0.3160,0.1824,0.0680,0.0610,0.1088,0.2634,0.0699,0.0676,0.0421
521,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
522,0.2018,0.1141,0.1837,0.2825,0.2010,0.0271,0.0000,0.1459,0.2604,0.0388
523,0.1132,0.3684,0.0465,0.0156,0.0451,0.1132,0.3643,0.0139,0.0157,0.0443
524,0.3597,0.2941,0.3675,0.1532,0.3484,0.2289,0.2437,0.3189,0.0524,0.1169
525,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
526,0.2529,0.0976,0.0836,0.1231,0.4809,0.2068,0.0596,0.0590,0.1097,0.4539
527,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
528,0.1630,0.4720,0.2430,0.0906,0.0754,0.1625,0.3934,0.0931,0.0900,0.0520
529,1.3241,1.0620,0.6774,0.2380,0.2815,1.3080,0.9591,0.5924,0.0395,0.2020
530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
